X200;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-VIVIENDA;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X201;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X202;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X203;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X204;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X205;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X206;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X207;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-GRANJA;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X208;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X209;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON SERPIENTES Y LAGARTOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X20;20;A
X210;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-VIVIENDA;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X211;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X212;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X213;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X214;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X215;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X216;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X217;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-GRANJA;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X218;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X219;CONTACTO TRAUMATICO CON ARANAS VENENOSAS-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON ARANAS VENENOSAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X21;20;A
X220;CONTACTO TRAUMATICO CON ESCORPION-VIVIENDA;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X221;CONTACTO TRAUMATICO CON ESCORPION-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X222;CONTACTO TRAUMATICO CON ESCORPION-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X223;CONTACTO TRAUMATICO CON ESCORPION-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X224;CONTACTO TRAUMATICO CON ESCORPION-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X225;CONTACTO TRAUMATICO CON ESCORPION-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X226;CONTACTO TRAUMATICO CON ESCORPION-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X227;CONTACTO TRAUMATICO CON ESCORPION-GRANJA;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X228;CONTACTO TRAUMATICO CON ESCORPION-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X229;CONTACTO TRAUMATICO CON ESCORPION-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON ESCORPION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X22;20;A
X230;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-VIVIENDA;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X231;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X232;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X233;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X234;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X235;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X236;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X237;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-GRANJA;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X238;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X239;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON AVISPONES-AVISPAS Y ABEJAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X23;20;A
X240;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-VIVIENDA;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X241;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X242;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X243;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X244;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X245;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X246;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X247;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-GRANJA;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X248;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X249;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES)-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON CENTIPODOS Y MIRIAPODOS VENENOSOS (TROPICALES);3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X24;20;A
X250;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-VIVIENDA;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X251;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X252;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X253;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X254;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X255;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X256;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X257;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-GRANJA;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X258;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X259;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON OTROS ARTROPODOS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X25;20;A
X260;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-VIVIENDA;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X261;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X262;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X263;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X264;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X265;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X266;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X267;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-GRANJA;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X268;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X269;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS MARINAS VENENOSOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X26;20;A
X270;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-VIVIENDA;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X271;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X272;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X273;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X274;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X275;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X276;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X277;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-GRANJA;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X278;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X279;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON OTROS ANIMALES VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X27;20;A
X280;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-VIVIENDA;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
X281;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
X282;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
X283;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
X284;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
X285;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
X286;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
X287;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-GRANJA;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
